,epoch,mini-batch,loss_tr,loss_val,acc_tr,acc_val,SNR,EmaSNR,AdamPlusSNR,m,v,g,pwr_noise,runtime,lr
0,1,100,1.0800468489527701,0.46788127787411216,0.7073,0.8819,,,,,,,,1.7757487297058105,0.0001
1,1,200,0.4161137580871582,0.3396927008777857,0.8838,0.9064,,,,,,,,1.5878734588623047,0.0001
2,1,300,0.338656874448061,0.3091176855750382,0.9058,0.9127,,,,,,,,1.7814171314239502,0.0001
3,1,400,0.2895028740167618,0.2758019863255322,0.9168,0.9186,,,,,,,,1.589738130569458,0.0001
4,1,500,0.2738561388105154,0.2577543639112264,0.9217,0.9287,,,,,,,,1.577558994293213,0.0001
5,1,600,0.27258650422096253,0.2428085799049586,0.9226,0.9311,,,,,,,,1.582183599472046,0.0001
6,2,100,0.228681530803442,0.23356715481728316,0.9349,0.9334,,,,,,,,1.5735087394714355,0.0001
7,2,200,0.2381275398284197,0.22487689883448184,0.9312,0.9336,,,,,,,,1.7103798389434814,0.0001
8,2,300,0.22052774392068386,0.21005759663879872,0.9381,0.9392,,,,,,,,1.6813232898712158,0.0001
9,2,400,0.2205673997104168,0.20052994800731538,0.9336,0.9431,,,,,,,,1.5440013408660889,0.0001
10,2,500,0.20617906451225282,0.19649413772393018,0.9431,0.9431,,,,,,,,1.5394182205200195,0.0001
11,2,600,0.19127351902425288,0.18220918115694076,0.9432,0.9469,,,,,,,,1.5553491115570068,0.0001
12,3,100,0.18434186484664677,0.17921953968703747,0.9481,0.9487,,,,,,,,1.5912301540374756,0.0001
13,3,200,0.1916928781569004,0.1707729708123952,0.9427,0.9507,,,,,,,,1.5841028690338135,0.0001
14,3,300,0.1594961528480053,0.16697116203140466,0.9542,0.9518,,,,,,,,1.570228099822998,0.0001
15,3,400,0.1600569302216172,0.1599017822369933,0.9539,0.9515,,,,,,,,1.6509010791778564,0.0001
16,3,500,0.16491024401038884,0.15301537822000683,0.9516,0.956,,,,,,,,1.5968384742736816,0.0001
17,3,600,0.14832972191274166,0.15102165634278208,0.9608,0.9554,,,,,,,,1.7604467868804932,0.0001
18,4,100,0.15346769653260708,0.14472088193055244,0.9541,0.9573,,,,,,,,1.5718300342559814,0.0001
19,4,200,0.14478655133396387,0.1437401247373782,0.96,0.9579,,,,,,,,1.6153299808502197,0.0001
20,4,300,0.12834865171462298,0.13952929927036167,0.9632,0.9581,,,,,,,,1.7694308757781982,0.0001
21,4,400,0.13291698321700096,0.1334876845125109,0.9617,0.9608,,,,,,,,1.7715020179748535,0.0001
22,4,500,0.13397789549082517,0.1312598210258875,0.9609,0.9608,,,,,,,,1.7702770233154297,0.0001
23,4,600,0.13207219764590264,0.12803039904800242,0.9632,0.9618,,,,,,,,1.7534904479980469,0.0001
24,5,100,0.12112832548096776,0.1305705137865152,0.9644,0.9618,,,,,,,,1.6924543380737305,0.0001
25,5,200,0.1198224376142025,0.12722327287890947,0.9646,0.9624,,,,,,,,1.5638704299926758,0.0001
26,5,300,0.11155584175139666,0.13161436470225454,0.9686,0.9595,,,,,,,,1.5551838874816895,0.0001
27,5,400,0.12499484889209271,0.11981808638432995,0.9663,0.965,,,,,,,,1.547316074371338,0.0001
28,5,500,0.11464120868593454,0.11907112427637913,0.9678,0.9644,,,,,,,,1.9778528213500977,0.0001
29,5,600,0.1095096404850483,0.11527863985858858,0.9687,0.9644,,,,,,,,1.5633883476257324,0.0001
30,6,100,0.09929396793246269,0.12168548430548981,0.9712,0.9647,,,,,,,,1.584859848022461,0.0001
31,6,200,0.10318864261731506,0.11521258785622195,0.9713,0.9663,,,,,,,,1.7865958213806152,0.0001
32,6,300,0.10621699886396527,0.11037992450059392,0.9708,0.9676,,,,,,,,1.6297669410705566,0.0001
33,6,400,0.09238105511292816,0.11060745483264327,0.975,0.9681,,,,,,,,1.5589196681976318,0.0001
34,6,500,0.10289201891049743,0.11119380733638536,0.9691,0.9662,,,,,,,,1.5935304164886475,0.0001
35,6,600,0.10766198012977839,0.1042840754322242,0.9701,0.9701,,,,,,,,1.553727626800537,0.0001
36,7,100,0.0889362614043057,0.10617649467196316,0.9751,0.9681,,,,,,,,1.9030961990356445,0.0001
37,7,200,0.0949675483070314,0.10551634371979163,0.9745,0.9699,,,,,,,,1.8944981098175049,0.0001
38,7,300,0.09227877181954681,0.10703908155090175,0.9741,0.9689,,,,,,,,1.9386484622955322,0.0001
39,7,400,0.08856584125198425,0.10154604139563161,0.9742,0.9705,,,,,,,,1.9112653732299805,0.0001
40,7,500,0.08426735086366534,0.1000988799118204,0.9746,0.971,,,,,,,,1.907472848892212,0.0001
41,7,600,0.08976872920989991,0.1022919591574464,0.9742,0.9692,,,,,,,,1.8418302536010742,0.0001
42,8,100,0.08011525423265993,0.10269903908483684,0.9781,0.9706,,,,,,,,1.6084344387054443,0.0001
43,8,200,0.07939063077792526,0.09928622773091775,0.979,0.9709,,,,,,,,1.6233975887298584,0.0001
44,8,300,0.0768423075787723,0.10159250045660884,0.9763,0.9698,,,,,,,,1.6382181644439697,0.0001
45,8,400,0.08330536770634353,0.10117882164777256,0.9769,0.9694,,,,,,,,1.7570576667785645,0.0001
46,8,500,0.08124908935278655,0.0948441009753151,0.9773,0.972,,,,,,,,1.6224019527435303,0.0001
47,8,600,0.08234600518830121,0.09823294952278956,0.9758,0.9716,,,,,,,,1.6355724334716797,0.0001
48,9,100,0.0731646796129644,0.09831164087867364,0.9785,0.9707,,,,,,,,1.5794413089752197,0.0001
49,9,200,0.06281145811080932,0.09653059468662832,0.9817,0.9718,,,,,,,,1.6025888919830322,0.0001
50,9,300,0.07836162400431931,0.0954100535652833,0.9778,0.9724,,,,,,,,1.5887396335601807,0.0001
51,9,400,0.07463728805072606,0.09258901513821911,0.9783,0.9735,,,,,,,,1.793381929397583,0.0001
52,9,500,0.08185578835196793,0.09081524550332688,0.9777,0.9732,,,,,,,,1.785031795501709,0.0001
53,9,600,0.06801052247174084,0.09144865928508807,0.9798,0.9729,,,,,,,,1.6545298099517822,0.0001
54,10,100,0.06035133317112923,0.09151926861173706,0.982,0.9727,,,,,,,,1.5924975872039795,0.0001
55,10,200,0.06748082589358091,0.08975942140474218,0.9811,0.9739,,,,,,,,1.639374017715454,0.0001
56,10,300,0.07033608219586313,0.08995289744372713,0.9806,0.9729,,,,,,,,1.6895005702972412,0.0001
57,10,400,0.06471377561800182,0.09134417822293471,0.9811,0.9728,,,,,,,,2.206620931625366,0.0001
58,10,500,0.0676912167109549,0.09206572336057434,0.981,0.9725,,,,,,,,2.4366931915283203,0.0001
59,10,600,0.07055732592940331,0.087203917374718,0.9779,0.9747,,,,,,,,1.5806512832641602,0.0001
60,11,100,0.061445622453466055,0.0880642512551276,0.9829,0.9751,,,,,,,,2.4602890014648438,0.0001
61,11,200,0.06722503501921892,0.09069971119897673,0.9801,0.9741,,,,,,,,1.965395450592041,0.0001
62,11,300,0.058272639904171225,0.09010735335323261,0.9838,0.9731,,,,,,,,1.7732386589050293,0.0001
63,11,400,0.0592730078753084,0.08925517692550784,0.9838,0.9746,,,,,,,,1.7967290878295898,0.0001
64,11,500,0.05986091929487884,0.08843752735236193,0.9823,0.9743,,,,,,,,1.7481763362884521,0.0001
65,11,600,0.06414613176137209,0.08869290135073243,0.9812,0.9733,,,,,,,,1.772491455078125,0.0001
66,12,100,0.05464366467669606,0.0916923290892737,0.9845,0.9732,,,,,,,,1.7668635845184326,0.0001
67,12,200,0.055746989976614716,0.0870228122115077,0.9843,0.9745,,,,,,,,1.7460286617279053,0.0001
68,12,300,0.05939665517304093,0.09075127531570615,0.9839,0.9734,,,,,,,,1.745121955871582,0.0001
69,12,400,0.0592629733402282,0.08904898952430812,0.9825,0.9751,,,,,,,,1.6338505744934082,0.0001
70,12,500,0.053862868482246994,0.0857795317361888,0.9848,0.9757,,,,,,,,1.6030316352844238,0.0001
71,12,600,0.0584645004151389,0.08476315436244476,0.984,0.9761,,,,,,,,1.5698235034942627,0.0001
72,13,100,0.04443012066185474,0.08810599095304497,0.9872,0.9748,,,,,,,,1.7856392860412598,0.0001
73,13,200,0.054648544280789794,0.08730132594311726,0.9856,0.9753,,,,,,,,2.4116086959838867,0.0001
74,13,300,0.05343766062520444,0.0853493098684703,0.9855,0.9748,,,,,,,,2.429323196411133,0.0001
75,13,400,0.05206655623391271,0.08699491795152425,0.9844,0.9747,,,,,,,,2.4438228607177734,0.0001
76,13,500,0.05333447371609509,0.0867102483342751,0.9868,0.9737,,,,,,,,2.438443899154663,0.0001
77,13,600,0.059492578860372305,0.08509066434489795,0.9822,0.9745,,,,,,,,2.3046367168426514,0.0001
78,14,100,0.049485765569843354,0.08910778682984528,0.9875,0.9746,,,,,,,,1.7863433361053467,0.0001
79,14,200,0.04676090157823637,0.08455895275605144,0.9869,0.9751,,,,,,,,1.7458105087280273,0.0001
80,14,300,0.046548001966439184,0.0836645433929516,0.9872,0.9752,,,,,,,,1.9070417881011963,0.0001
81,14,400,0.05134760431945324,0.08222539125737967,0.9851,0.9763,,,,,,,,1.9128062725067139,0.0001
82,14,500,0.05157068352214992,0.08648231662198669,0.9865,0.9749,,,,,,,,1.860140085220337,0.0001
83,14,600,0.049177442658692595,0.08781919199987896,0.9853,0.9746,,,,,,,,1.7591948509216309,0.0001
84,15,100,0.04363917340058834,0.08642375158538926,0.9885,0.9745,,,,,,,,1.772599220275879,0.0001
85,15,200,0.0465612353105098,0.08704096918780124,0.988,0.9751,,,,,,,,1.7527921199798584,0.0001
86,15,300,0.04083225898444653,0.09024089025289868,0.9873,0.9739,,,,,,,,1.7573778629302979,0.0001
87,15,400,0.047688941576052454,0.08394391512367293,0.9852,0.9755,,,,,,,,1.790097951889038,0.0001
88,15,500,0.04733552446588874,0.0865363746987714,0.9871,0.9753,,,,,,,,1.7667593955993652,0.0001
89,15,600,0.05138340721372515,0.08554629875405226,0.9858,0.975,,,,,,,,1.5825974941253662,0.0001
90,16,100,0.03983183737378568,0.08348461705681984,0.9893,0.9771,,,,,,,,1.5971500873565674,0.0001
91,16,200,0.04066631333902478,0.0860559182689758,0.9888,0.9757,,,,,,,,1.7042779922485352,0.0001
92,16,300,0.04331709065940231,0.08474895377381472,0.9892,0.9767,,,,,,,,1.7640106678009033,0.0001
93,16,400,0.045336681175976994,0.0852000309455616,0.9867,0.975,,,,,,,,1.7647643089294434,0.0001
94,16,500,0.0418034971319139,0.08686949029717653,0.9871,0.9758,,,,,,,,1.765287160873413,0.0001
95,16,600,0.04553315452300012,0.0834814536349586,0.9868,0.9771,,,,,,,,1.7536733150482178,0.0001
96,17,100,0.036919501966331154,0.08544987914116063,0.9901,0.9755,,,,,,,,1.5844039916992188,0.0001
97,17,200,0.03674866410903633,0.08700129273405764,0.9908,0.9754,,,,,,,,1.5529062747955322,0.0001
98,17,300,0.045378140714019535,0.08303458595961274,0.9874,0.9769,,,,,,,,1.5487089157104492,0.0001
99,17,400,0.035532696282025426,0.08570890904491535,0.9911,0.9768,,,,,,,,1.537893295288086,0.0001
100,17,500,0.04753936170600355,0.0866551228074968,0.987,0.9755,,,,,,,,1.546356201171875,0.0001
101,17,600,0.04209792700130492,0.08540273028913362,0.9878,0.9762,,,,,,,,1.5557153224945068,0.0001
102,18,100,0.03510132673196495,0.08806328047983697,0.991,0.9757,,,,,,,,1.755394458770752,0.0001
103,18,200,0.03974894574377686,0.08455006191070424,0.99,0.9761,,,,,,,,1.761401653289795,0.0001
104,18,300,0.03828468766761944,0.08630884797981707,0.9893,0.9756,,,,,,,,1.7621514797210693,0.0001
105,18,400,0.041355393573176115,0.08561029460601276,0.9885,0.9762,,,,,,,,1.759554386138916,0.0001
106,18,500,0.03742042105877772,0.0854775089942268,0.9893,0.9769,,,,,,,,1.791731834411621,0.0001
107,18,600,0.037036901644896716,0.08917216516529151,0.99,0.9751,,,,,,,,1.757828950881958,0.0001
108,19,100,0.03573210746399127,0.08835802121298912,0.992,0.9751,,,,,,,,1.6841835975646973,0.0001
109,19,200,0.03488848697626963,0.0857790717350872,0.9908,0.9762,,,,,,,,1.4522075653076172,0.0001
110,19,300,0.033615710984449834,0.08998220380872227,0.9901,0.9753,,,,,,,,1.4523952007293701,0.0001
111,19,400,0.03450353124877438,0.0886139029127662,0.9894,0.9748,,,,,,,,1.4499726295471191,0.0001
112,19,500,0.041330421327147635,0.08290788213256746,0.9886,0.9779,,,,,,,,1.4493186473846436,0.0001
113,19,600,0.03433862394886091,0.08223053902482207,0.9918,0.9776,,,,,,,,1.449789047241211,0.0001
114,20,100,0.03239534478401765,0.08289631037048821,0.992,0.9775,,,,,,,,1.4465439319610596,0.0001
