,epoch,mini-batch,loss_tr,loss_val,acc_tr,acc_val,SNR,EmaSNR,AdamPlusSNR,m,v,g,pwr_noise,runtime,lr
0,1,100,1.5732142037153245,0.9432962828874588,0.6375,0.8181,,,,,,,,3.5179283618927,0.0001
1,1,200,0.7508053570985794,0.5747523413598538,0.8345,0.869,,,,,,,,0.3676631450653076,0.0001
2,1,300,0.5318551683425903,0.45732272244989874,0.8747,0.8896,,,,,,,,0.5626211166381836,0.0001
3,1,400,0.43117046236991885,0.39752660468220713,0.8913,0.8968,,,,,,,,0.6514227390289307,0.0001
4,1,500,0.3911063253879547,0.3624521676078439,0.896,0.9067,,,,,,,,1.5570728778839111,0.0001
5,1,600,0.38074182376265525,0.33757117711007595,0.8978,0.9102,,,,,,,,1.5206832885742188,0.0001
6,2,100,0.33284614577889443,0.32059175860136746,0.9094,0.9129,,,,,,,,2.455092668533325,0.0001
7,2,200,0.33285507187247276,0.304349349681288,0.9078,0.9144,,,,,,,,1.782670259475708,0.0001
8,2,300,0.31340173348784445,0.2945321675762534,0.9132,0.9195,,,,,,,,1.69639253616333,0.0001
9,2,400,0.3134979036450386,0.2833501820079982,0.9117,0.9211,,,,,,,,1.4342730045318604,0.0001
10,2,500,0.2936661572754383,0.2769061458297074,0.9183,0.9224,,,,,,,,1.487046480178833,0.0001
11,2,600,0.27552907444536684,0.26458108346909287,0.9199,0.9258,,,,,,,,1.4203546047210693,0.0001
12,3,100,0.27519156530499456,0.26250213338062167,0.9232,0.9273,,,,,,,,2.304567337036133,0.0001
13,3,200,0.28210694327950475,0.25487581789493563,0.9195,0.9302,,,,,,,,1.952702522277832,0.0001
14,3,300,0.24946164041757585,0.24689677387475967,0.9285,0.9302,,,,,,,,1.667884111404419,0.0001
15,3,400,0.24664017952978612,0.24096619493328034,0.9324,0.932,,,,,,,,1.8497459888458252,0.0001
16,3,500,0.2498251087218523,0.2372769820317626,0.9304,0.9324,,,,,,,,1.5407745838165283,0.0001
17,3,600,0.23126186609268187,0.23106190740130841,0.9366,0.936,,,,,,,,1.6289219856262207,0.0001
18,4,100,0.24453902170062064,0.2274154865462333,0.9311,0.9359,,,,,,,,2.475604772567749,0.0001
19,4,200,0.23238345175981523,0.22355512138456107,0.9359,0.9385,,,,,,,,1.7195079326629639,0.0001
20,4,300,0.2167673934996128,0.2187000172585249,0.9376,0.9395,,,,,,,,1.610121726989746,0.0001
21,4,400,0.21510272681713105,0.2128890575747937,0.9396,0.9395,,,,,,,,1.8289215564727783,0.0001
22,4,500,0.21410454876720905,0.2105976384691894,0.9406,0.9409,,,,,,,,1.2934472560882568,0.0001
23,4,600,0.21258701458573342,0.2079238991905004,0.9407,0.9415,,,,,,,,1.718888521194458,0.0001
