,epoch,mini-batch,loss_tr,loss_val,acc_tr,acc_val,SNR,EmaSNR,AdamPlusSNR,m,v,g,pwr_noise,runtime,lr
0,1,100,1.5951070535182952,0.9060983487963676,0.6029,0.8236,,,,,,,,3.0618896484375,0.0001
1,1,200,0.7242716199159622,0.5562689816951751,0.8372,0.8709,,,,,,,,0.5596790313720703,0.0001
2,1,300,0.5168158322572708,0.4458746210485697,0.8772,0.8903,,,,,,,,0.5268044471740723,0.0001
3,1,400,0.42103447318077086,0.38931747898459435,0.8927,0.8983,,,,,,,,0.8279414176940918,0.0001
4,1,500,0.38323346704244615,0.35588979095220563,0.8979,0.9073,,,,,,,,1.7980968952178955,0.0001
5,1,600,0.37362363189458847,0.33176092311739924,0.8991,0.9115,,,,,,,,1.475884199142456,0.0001
6,2,100,0.32666950300335884,0.3155007343739271,0.9102,0.9147,,,,,,,,2.7519240379333496,0.0001
7,2,200,0.32772963657975196,0.29971418978646397,0.9084,0.9156,,,,,,,,1.8491623401641846,0.0001
8,2,300,0.3081265948712826,0.29018904238939286,0.9152,0.9206,,,,,,,,1.881192684173584,0.0001
9,2,400,0.30876893356442453,0.2791457537561655,0.9127,0.9223,,,,,,,,1.9411168098449707,0.0001
10,2,500,0.28908962771296504,0.2727485302276909,0.9201,0.9238,,,,,,,,1.9434938430786133,0.0001
11,2,600,0.27107918344438076,0.2604070532694459,0.9212,0.9269,,,,,,,,1.7205729484558105,0.0001
12,3,100,0.27058381363749506,0.25839435402303934,0.9252,0.928,,,,,,,,2.751953363418579,0.0001
13,3,200,0.2775676875561476,0.25071688927710056,0.9211,0.9315,,,,,,,,2.0208001136779785,0.0001
14,3,300,0.24461209781467916,0.242614606320858,0.9305,0.9317,,,,,,,,1.741347074508667,0.0001
15,3,400,0.24189022183418274,0.2367272554244846,0.9335,0.9325,,,,,,,,2.1531877517700195,0.0001
16,3,500,0.24484877325594426,0.23299376775510608,0.9321,0.9335,,,,,,,,1.7445659637451172,0.0001
17,3,600,0.22655183531343936,0.22675281714648007,0.9386,0.9368,,,,,,,,1.6479547023773193,0.0001
18,4,100,0.2397210095077753,0.22279439894482495,0.9324,0.9367,,,,,,,,2.4589898586273193,0.0001
19,4,200,0.22726887494325637,0.2190983456093818,0.9376,0.9395,,,,,,,,2.0116593837738037,0.0001
20,4,300,0.21115900181233882,0.2140295419190079,0.9391,0.9406,,,,,,,,1.6972482204437256,0.0001
21,4,400,0.2098875742405653,0.20805615128017962,0.9409,0.9415,,,,,,,,1.7869150638580322,0.0001
22,4,500,0.20848136119544505,0.20580266058444976,0.9418,0.9417,,,,,,,,1.646190881729126,0.0001
23,4,600,0.2070504518598318,0.20292973761446775,0.9426,0.9421,,,,,,,,1.8488056659698486,0.0001
24,5,100,0.19859930023550987,0.1991771022602916,0.9444,0.944,,,,,,,,2.6066019535064697,0.0001
25,5,200,0.19960959270596504,0.19781116136349738,0.9422,0.9437,,,,,,,,1.8988568782806396,0.0001
26,5,300,0.18560092486441135,0.19438002028502524,0.9502,0.9443,,,,,,,,1.9208130836486816,0.0001
27,5,400,0.20011921010911465,0.18770550996065138,0.9446,0.9459,,,,,,,,1.6999919414520264,0.0001
28,5,500,0.18834371000528335,0.18526768324896692,0.948,0.947,,,,,,,,1.7488842010498047,0.0001
29,5,600,0.18270306900143624,0.18063326803501695,0.9479,0.9488,,,,,,,,1.5674126148223877,0.0001
30,6,100,0.1744756729900837,0.17972420914564283,0.9527,0.9482,,,,,,,,2.596325397491455,0.0001
31,6,200,0.1772943314909935,0.1760606644488871,0.9501,0.9496,,,,,,,,1.913400650024414,0.0001
32,6,300,0.17312326036393644,0.17474838649854063,0.9517,0.9493,,,,,,,,1.6721279621124268,0.0001
33,6,400,0.16401906177401543,0.17069849451538174,0.9537,0.9505,,,,,,,,1.5736312866210938,0.0001
34,6,500,0.17174013689160347,0.1697647734452039,0.9528,0.9511,,,,,,,,1.6338403224945068,0.0001
35,6,600,0.1764843726530671,0.16710775853600354,0.9508,0.9522,,,,,,,,1.716482162475586,0.0001
36,7,100,0.15838595017790794,0.16488228329923005,0.9569,0.9515,,,,,,,,2.639638662338257,0.0001
37,7,200,0.16523441080003975,0.16223998975008727,0.9566,0.9523,,,,,,,,1.8945448398590088,0.0001
38,7,300,0.16013950876891614,0.16170720236375927,0.9539,0.9527,,,,,,,,1.7234818935394287,0.0001
39,7,400,0.1540295159071684,0.1582863165717572,0.9563,0.9538,,,,,,,,1.635915756225586,0.0001
40,7,500,0.1469871201366186,0.15548080002889036,0.9606,0.9553,,,,,,,,1.5942981243133545,0.0001
41,7,600,0.15452215854078533,0.15446762526407837,0.9573,0.9552,,,,,,,,1.7803940773010254,0.0001
42,8,100,0.14336567372083664,0.1552519154222682,0.9608,0.9548,,,,,,,,2.4066100120544434,0.0001
43,8,200,0.141838598549366,0.1522146189538762,0.9615,0.9558,,,,,,,,1.8738658428192139,0.0001
44,8,300,0.14482465922832488,0.15043297085911037,0.9612,0.9553,,,,,,,,1.9126410484313965,0.0001
45,8,400,0.14389243304729463,0.1480623119045049,0.9608,0.9568,,,,,,,,1.8322625160217285,0.0001
46,8,500,0.1417417199164629,0.14528029738459736,0.962,0.9576,,,,,,,,1.8189804553985596,0.0001
47,8,600,0.14390701308846474,0.14385323469992728,0.958,0.9581,,,,,,,,1.6089632511138916,0.0001
48,9,100,0.1335547249391675,0.1431473918957636,0.9628,0.9586,,,,,,,,3.022481679916382,0.0001
49,9,200,0.12559345956891776,0.14109236750286072,0.9656,0.959,,,,,,,,1.9203317165374756,0.0001
50,9,300,0.13501323964446782,0.13865537476260215,0.9628,0.9593,,,,,,,,1.9175031185150146,0.0001
51,9,400,0.13749454788863658,0.13687969873659311,0.9629,0.9598,,,,,,,,1.6000685691833496,0.0001
52,9,500,0.1371820354834199,0.135738146873191,0.9628,0.9596,,,,,,,,2.110801935195923,0.0001
53,9,600,0.12423413284122944,0.1351032474800013,0.966,0.9598,,,,,,,,1.8881168365478516,0.0001
54,10,100,0.11926824357360602,0.13399915961083025,0.9693,0.9606,,,,,,,,2.4543190002441406,0.0001
55,10,200,0.12687941174954176,0.13300032612867654,0.9655,0.9609,,,,,,,,2.1688075065612793,0.0001
56,10,300,0.12494222767651081,0.13268041303148492,0.9663,0.9619,,,,,,,,1.7393946647644043,0.0001
57,10,400,0.1205450139567256,0.12911899357568474,0.9674,0.9611,,,,,,,,2.4085116386413574,0.0001
58,10,500,0.12080719970166683,0.1278944725682959,0.9669,0.9632,,,,,,,,1.9058303833007812,0.0001
59,10,600,0.12348950427025557,0.12700855009257794,0.9637,0.9625,,,,,,,,1.7142186164855957,0.0001
60,11,100,0.1160138712823391,0.1259178648935631,0.9677,0.9632,,,,,,,,2.6428678035736084,0.0001
61,11,200,0.1206531536951661,0.12537585991667582,0.9673,0.9625,,,,,,,,2.2802486419677734,0.0001
62,11,300,0.11039692923426628,0.12433698240667582,0.9703,0.9626,,,,,,,,1.6560263633728027,0.0001
63,11,400,0.11411519821733236,0.12376602312549949,0.9698,0.9628,,,,,,,,1.687744140625,0.0001
64,11,500,0.11147781785577536,0.1224878101539798,0.9698,0.9646,,,,,,,,1.6764600276947021,0.0001
65,11,600,0.11402660198509693,0.12187338285613805,0.9675,0.9647,,,,,,,,2.040364980697632,0.0001
66,12,100,0.10863357475027442,0.12124767339322716,0.9715,0.9643,,,,,,,,2.3896913528442383,0.0001
67,12,200,0.10468649297952652,0.11976602979004383,0.9718,0.9653,,,,,,,,1.9470150470733643,0.0001
68,12,300,0.11044440824538469,0.12006673951633275,0.9696,0.9648,,,,,,,,1.7254812717437744,0.0001
69,12,400,0.10868976335972548,0.11888644660823047,0.9689,0.9653,,,,,,,,2.3806514739990234,0.0001
70,12,500,0.10434309225529433,0.11733649435220286,0.97,0.9663,,,,,,,,1.7781507968902588,0.0001
71,12,600,0.10615842441096902,0.11515779502689838,0.9716,0.9654,,,,,,,,2.051867961883545,0.0001
72,13,100,0.09656019899994135,0.11614378277212381,0.9735,0.9655,,,,,,,,2.8290340900421143,0.0001
73,13,200,0.10259633373469114,0.11329277308192104,0.9735,0.9662,,,,,,,,1.855529546737671,0.0001
74,13,300,0.09990030780434608,0.11392827021656558,0.9711,0.966,,,,,,,,1.7976584434509277,0.0001
75,13,400,0.10081142030656337,0.11351682499516755,0.9707,0.967,,,,,,,,1.7512695789337158,0.0001
76,13,500,0.09992687176913023,0.11238490990363062,0.9743,0.9671,,,,,,,,1.8247570991516113,0.0001
77,13,600,0.10638546153903007,0.1106395975407213,0.9701,0.9673,,,,,,,,1.745635986328125,0.0001
78,14,100,0.09872476272284984,0.11198921348433942,0.973,0.9666,,,,,,,,3.0316107273101807,0.0001
79,14,200,0.09299191866070032,0.10967230926267803,0.9747,0.9674,,,,,,,,1.9836645126342773,0.0001
80,14,300,0.09152862351387739,0.10744120783172548,0.9761,0.9675,,,,,,,,1.693617582321167,0.0001
81,14,400,0.09740005671977997,0.10697530963458121,0.9736,0.9689,,,,,,,,1.7638213634490967,0.0001
82,14,500,0.09379039883613587,0.10766249006148428,0.9758,0.9686,,,,,,,,1.8405265808105469,0.0001
83,14,600,0.09696150623261929,0.10659994093468413,0.9733,0.9689,,,,,,,,1.8736145496368408,0.0001
84,15,100,0.08636207269504666,0.10583252737298608,0.9784,0.9682,,,,,,,,2.4540855884552,0.0001
85,15,200,0.08935354499146342,0.10571656927699223,0.9759,0.9676,,,,,,,,2.1862130165100098,0.0001
86,15,300,0.08721738887950778,0.10576222833711654,0.9756,0.9677,,,,,,,,1.82242751121521,0.0001
87,15,400,0.09040392452850937,0.10313813221640884,0.976,0.9695,,,,,,,,1.6018314361572266,0.0001
88,15,500,0.09131914976984262,0.10347463119309395,0.9755,0.9688,,,,,,,,1.6980652809143066,0.0001
89,15,600,0.09613472308963537,0.10223703300347552,0.9731,0.9695,,,,,,,,1.9296343326568604,0.0001
90,16,100,0.08492980603128672,0.10230004696873948,0.9776,0.9702,,,,,,,,2.90444278717041,0.0001
91,16,200,0.0831140879355371,0.10227180929621682,0.9787,0.9696,,,,,,,,1.904552936553955,0.0001
92,16,300,0.0839869425073266,0.09985337497782894,0.9775,0.97,,,,,,,,1.9764373302459717,0.0001
93,16,400,0.09219141129404307,0.09997674443642608,0.9744,0.9702,,,,,,,,1.5974018573760986,0.0001
94,16,500,0.08313125878572464,0.10027121990220621,0.9767,0.9701,,,,,,,,1.8105895519256592,0.0001
95,16,600,0.08602658776566387,0.09960229816031642,0.9773,0.9709,,,,,,,,1.8267621994018555,0.0001
96,17,100,0.08045330241322518,0.10028320317156612,0.9793,0.9692,,,,,,,,2.536508083343506,0.0001
97,17,200,0.0784993570111692,0.09854018493671901,0.979,0.9706,,,,,,,,2.0896987915039062,0.0001
98,17,300,0.08404310269281268,0.09813867261749692,0.9773,0.971,,,,,,,,2.0623440742492676,0.0001
99,17,400,0.07597063954919576,0.09709269773447886,0.9802,0.971,,,,,,,,1.509474515914917,0.0001
100,17,500,0.08979733211919666,0.09849499212927185,0.9765,0.9711,,,,,,,,1.7019593715667725,0.0001
101,17,600,0.08014666292816401,0.09594847378204577,0.9784,0.9718,,,,,,,,1.7322192192077637,0.0001
102,18,100,0.07526223167777062,0.09695549565949477,0.9799,0.971,,,,,,,,2.511805295944214,0.0001
103,18,200,0.08095340734347702,0.09629201591480524,0.9781,0.9718,,,,,,,,1.6968584060668945,0.0001
104,18,300,0.0784024072624743,0.09524913433473557,0.9787,0.9717,,,,,,,,1.6614043712615967,0.0001
105,18,400,0.07691266480833292,0.0939933895226568,0.9801,0.9708,,,,,,,,1.4524390697479248,0.0001
106,18,500,0.07741519754752517,0.09486266780877486,0.9803,0.9718,,,,,,,,1.668752908706665,0.0001
107,18,600,0.07834436278790236,0.09429859577096067,0.9789,0.9713,,,,,,,,1.55442476272583,0.0001
108,19,100,0.0700408337637782,0.09588950352626853,0.9821,0.9713,,,,,,,,2.885233163833618,0.0001
109,19,200,0.0775753972120583,0.0928521385975182,0.9799,0.9724,,,,,,,,2.33811616897583,0.0001
110,19,300,0.07267786098644137,0.09415012445533648,0.9806,0.9721,,,,,,,,1.9583134651184082,0.0001
111,19,400,0.07631297148764134,0.09351798472111113,0.9793,0.9719,,,,,,,,1.7509565353393555,0.0001
112,19,500,0.07635313643142581,0.09456633847206831,0.9802,0.972,,,,,,,,1.7890443801879883,0.0001
