Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py

wandb_log = False
wandb_project = 'owt'
wandb_run_name='gpt2-124M'

# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
Using AdamW+
compiling the model... (takes a ~minute)
step 0: train loss 10.9548, val loss 10.9562
iter 0: loss 10.9578, time 57322.12ms, time_process 41668.96ms, time_perf 57322.12ms, mfu -100.00%
iter 10: loss 10.9638, time 3608.07ms, time_process 3588.56ms, time_perf 3608.07ms, mfu 37.32%
iter 20: loss 9.7414, time 3600.69ms, time_process 3558.49ms, time_perf 3600.69ms, mfu 37.33%
iter 30: loss 9.3472, time 3607.34ms, time_process 3601.78ms, time_perf 3607.34ms, mfu 37.33%
iter 40: loss 9.0829, time 3582.01ms, time_process 3550.09ms, time_perf 3582.00ms, mfu 37.36%
iter 50: loss 8.6752, time 3607.83ms, time_process 3595.61ms, time_perf 3607.83ms, mfu 37.35%
iter 60: loss 8.3581, time 3648.28ms, time_process 3646.04ms, time_perf 3648.28ms, mfu 37.31%
iter 70: loss 8.0968, time 2980.65ms, time_process 2981.93ms, time_perf 2980.65ms, mfu 38.10%
iter 80: loss 7.4899, time 2979.10ms, time_process 2980.77ms, time_perf 2979.10ms, mfu 38.81%
iter 90: loss 7.0614, time 2978.45ms, time_process 2980.12ms, time_perf 2978.45ms, mfu 39.45%
iter 100: loss 7.1841, time 2985.85ms, time_process 2987.84ms, time_perf 2985.85ms, mfu 40.01%
iter 110: loss 6.7846, time 2996.38ms, time_process 2997.47ms, time_perf 2996.38ms, mfu 40.50%
iter 120: loss 6.7274, time 3000.19ms, time_process 2984.02ms, time_perf 3000.19ms, mfu 40.94%
iter 130: loss 6.7887, time 3010.59ms, time_process 2976.90ms, time_perf 3010.59ms, mfu 41.32%
iter 140: loss 6.8112, time 3019.07ms, time_process 2976.74ms, time_perf 3019.08ms, mfu 41.65%
iter 150: loss 6.6004, time 3025.73ms, time_process 2995.09ms, time_perf 3025.73ms, mfu 41.93%
iter 160: loss 6.4494, time 3026.68ms, time_process 3027.54ms, time_perf 3026.68ms, mfu 42.19%
iter 170: loss 6.4525, time 3030.05ms, time_process 3031.65ms, time_perf 3030.05ms, mfu 42.42%
iter 180: loss 6.6143, time 3030.73ms, time_process 3020.73ms, time_perf 3030.73ms, mfu 42.62%
iter 190: loss 6.1205, time 3038.77ms, time_process 3013.90ms, time_perf 3038.77ms, mfu 42.79%
iter 200: loss 6.3333, time 3042.03ms, time_process 3028.68ms, time_perf 3042.03ms, mfu 42.93%
iter 210: loss 6.4399, time 3041.64ms, time_process 3043.24ms, time_perf 3041.65ms, mfu 43.07%
iter 220: loss 6.2712, time 3048.68ms, time_process 3023.97ms, time_perf 3048.68ms, mfu 43.18%
iter 230: loss 6.2381, time 3052.27ms, time_process 3015.94ms, time_perf 3052.27ms, mfu 43.27%
iter 240: loss 6.0335, time 3055.08ms, time_process 3024.34ms, time_perf 3055.09ms, mfu 43.35%
iter 250: loss 6.1409, time 3061.01ms, time_process 3046.11ms, time_perf 3061.01ms, mfu 43.42%
iter 260: loss 6.2529, time 3058.01ms, time_process 3041.85ms, time_perf 3058.01ms, mfu 43.48%
iter 270: loss 5.9082, time 3063.74ms, time_process 3025.68ms, time_perf 3063.74ms, mfu 43.53%
iter 280: loss 6.2223, time 3064.87ms, time_process 3065.88ms, time_perf 3064.87ms, mfu 43.57%
iter 290: loss 6.1508, time 3069.24ms, time_process 3040.72ms, time_perf 3069.24ms, mfu 43.60%
iter 300: loss 5.9231, time 3071.54ms, time_process 3020.47ms, time_perf 3071.54ms, mfu 43.62%
iter 310: loss 6.1100, time 3071.79ms, time_process 3050.32ms, time_perf 3071.79ms, mfu 43.64%
iter 320: loss 5.9323, time 3069.66ms, time_process 3043.97ms, time_perf 3069.66ms, mfu 43.67%
iter 330: loss 5.9575, time 3072.60ms, time_process 3073.88ms, time_perf 3072.60ms, mfu 43.68%
iter 340: loss 5.9025, time 3071.81ms, time_process 3051.41ms, time_perf 3071.82ms, mfu 43.70%
iter 350: loss 6.0289, time 3074.78ms, time_process 3054.70ms, time_perf 3074.78ms, mfu 43.71%
iter 360: loss 5.6902, time 3078.24ms, time_process 3019.67ms, time_perf 3078.24ms, mfu 43.71%
iter 370: loss 5.9678, time 3077.04ms, time_process 3051.95ms, time_perf 3077.04ms, mfu 43.72%
iter 380: loss 6.0276, time 3079.95ms, time_process 3061.55ms, time_perf 3079.95ms, mfu 43.72%
