Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py

wandb_log = False
wandb_project = 'owt'
wandb_run_name='gpt2-124M'

# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: False
compiling the model... (takes a ~minute)
step 0: train loss 10.9886, val loss 10.9897
iter 0: loss 10.9885, time 27780.26ms, time_process 27663.10ms, time_perf 27780.25ms, mfu -100.00%
iter 10: loss 10.3388, time 3585.25ms, time_process 3586.24ms, time_perf 3585.25ms, mfu 37.56%
iter 20: loss 9.7505, time 3585.90ms, time_process 3586.85ms, time_perf 3585.90ms, mfu 37.56%
iter 30: loss 9.4834, time 3593.65ms, time_process 3594.61ms, time_perf 3593.65ms, mfu 37.55%
iter 40: loss 9.1762, time 3598.41ms, time_process 3599.35ms, time_perf 3598.41ms, mfu 37.54%
iter 50: loss 9.1028, time 3606.21ms, time_process 3610.06ms, time_perf 3606.20ms, mfu 37.52%
iter 60: loss 8.7653, time 3607.36ms, time_process 3608.40ms, time_perf 3607.36ms, mfu 37.50%
iter 70: loss 8.6030, time 3610.98ms, time_process 3611.97ms, time_perf 3610.98ms, mfu 37.48%
iter 80: loss 8.4730, time 3615.18ms, time_process 3616.17ms, time_perf 3615.19ms, mfu 37.45%
iter 90: loss 7.9993, time 3617.05ms, time_process 3617.99ms, time_perf 3617.05ms, mfu 37.43%
iter 100: loss 7.9786, time 3620.35ms, time_process 3621.33ms, time_perf 3620.35ms, mfu 37.41%
iter 110: loss 7.6457, time 3624.43ms, time_process 3625.49ms, time_perf 3624.43ms, mfu 37.38%
iter 120: loss 7.5132, time 3626.18ms, time_process 3627.13ms, time_perf 3626.18ms, mfu 37.36%
iter 130: loss 7.3753, time 3627.28ms, time_process 3628.26ms, time_perf 3627.28ms, mfu 37.33%
iter 140: loss 7.4150, time 3627.58ms, time_process 3628.57ms, time_perf 3627.58ms, mfu 37.31%
iter 150: loss 7.3135, time 3631.90ms, time_process 3632.81ms, time_perf 3631.90ms, mfu 37.29%
iter 160: loss 6.8571, time 3637.03ms, time_process 3641.02ms, time_perf 3637.03ms, mfu 37.26%
iter 170: loss 6.7368, time 3638.06ms, time_process 3639.03ms, time_perf 3638.06ms, mfu 37.24%
iter 180: loss 6.8301, time 3632.03ms, time_process 3632.98ms, time_perf 3632.03ms, mfu 37.22%
iter 190: loss 6.6073, time 3637.59ms, time_process 3638.58ms, time_perf 3637.59ms, mfu 37.20%
iter 200: loss 6.6531, time 3639.48ms, time_process 3640.41ms, time_perf 3639.48ms, mfu 37.18%
iter 210: loss 6.5210, time 3643.56ms, time_process 3644.56ms, time_perf 3643.56ms, mfu 37.16%
iter 220: loss 6.5813, time 3647.49ms, time_process 3648.46ms, time_perf 3647.49ms, mfu 37.14%
iter 230: loss 6.3593, time 3644.10ms, time_process 3645.05ms, time_perf 3644.10ms, mfu 37.12%
iter 240: loss 6.2865, time 3647.54ms, time_process 3648.36ms, time_perf 3647.54ms, mfu 37.10%
iter 250: loss 6.4551, time 3649.17ms, time_process 3650.20ms, time_perf 3649.17ms, mfu 37.08%
iter 260: loss 6.1786, time 3647.85ms, time_process 3648.85ms, time_perf 3647.85ms, mfu 37.06%
iter 270: loss 6.4077, time 3648.35ms, time_process 3649.32ms, time_perf 3648.35ms, mfu 37.05%
iter 280: loss 6.1939, time 3639.99ms, time_process 3640.98ms, time_perf 3639.99ms, mfu 37.04%
iter 290: loss 6.2157, time 3638.45ms, time_process 3639.40ms, time_perf 3638.45ms, mfu 37.04%
iter 300: loss 6.1835, time 3643.23ms, time_process 3644.18ms, time_perf 3643.23ms, mfu 37.03%
iter 310: loss 6.2493, time 3646.83ms, time_process 3648.05ms, time_perf 3646.83ms, mfu 37.02%
iter 320: loss 5.9496, time 3644.88ms, time_process 3645.87ms, time_perf 3644.88ms, mfu 37.01%
iter 330: loss 5.9211, time 3647.33ms, time_process 3648.37ms, time_perf 3647.33ms, mfu 37.00%
iter 340: loss 6.1669, time 3652.86ms, time_process 3653.83ms, time_perf 3652.86ms, mfu 36.99%
iter 350: loss 5.9212, time 3651.79ms, time_process 3652.77ms, time_perf 3651.79ms, mfu 36.98%
iter 360: loss 5.8893, time 3648.39ms, time_process 3649.43ms, time_perf 3648.39ms, mfu 36.97%
iter 370: loss 6.0569, time 3647.75ms, time_process 3648.78ms, time_perf 3647.75ms, mfu 36.97%
iter 380: loss 5.8031, time 3649.38ms, time_process 3650.34ms, time_perf 3649.38ms, mfu 36.96%
iter 390: loss 5.9067, time 3644.16ms, time_process 3645.16ms, time_perf 3644.16ms, mfu 36.96%
iter 400: loss 5.9670, time 3638.28ms, time_process 3639.27ms, time_perf 3638.28ms, mfu 36.96%
iter 410: loss 5.9327, time 3643.59ms, time_process 3644.45ms, time_perf 3643.59ms, mfu 36.96%
iter 420: loss 5.8876, time 3648.16ms, time_process 3649.15ms, time_perf 3648.16ms, mfu 36.96%
iter 430: loss 5.7347, time 3648.49ms, time_process 3649.45ms, time_perf 3648.50ms, mfu 36.95%
iter 440: loss 5.6405, time 3649.01ms, time_process 3650.01ms, time_perf 3649.01ms, mfu 36.95%
iter 450: loss 5.7783, time 3650.58ms, time_process 3651.60ms, time_perf 3650.58ms, mfu 36.94%
iter 460: loss 5.6891, time 3647.37ms, time_process 3648.22ms, time_perf 3647.37ms, mfu 36.94%
iter 470: loss 5.6002, time 3649.88ms, time_process 3650.80ms, time_perf 3649.88ms, mfu 36.93%
iter 480: loss 5.6435, time 3650.66ms, time_process 3651.58ms, time_perf 3650.66ms, mfu 36.93%
iter 490: loss 5.6443, time 3651.36ms, time_process 3652.19ms, time_perf 3651.36ms, mfu 36.92%
iter 500: loss 5.4651, time 3654.78ms, time_process 3655.74ms, time_perf 3654.78ms, mfu 36.92%
iter 510: loss 5.6467, time 3653.87ms, time_process 3654.81ms, time_perf 3653.87ms, mfu 36.91%
iter 520: loss 5.6416, time 3649.85ms, time_process 3650.80ms, time_perf 3649.85ms, mfu 36.91%
iter 530: loss 5.6072, time 3652.95ms, time_process 3655.36ms, time_perf 3652.95ms, mfu 36.90%
iter 540: loss 5.2855, time 3659.48ms, time_process 3660.11ms, time_perf 3659.48ms, mfu 36.89%
iter 550: loss 5.6107, time 3656.94ms, time_process 3657.88ms, time_perf 3656.94ms, mfu 36.89%
iter 560: loss 5.5258, time 3655.57ms, time_process 3656.56ms, time_perf 3655.57ms, mfu 36.88%
iter 570: loss 5.3511, time 3650.21ms, time_process 3651.20ms, time_perf 3650.21ms, mfu 36.88%
iter 580: loss 5.3959, time 3656.81ms, time_process 3657.75ms, time_perf 3656.81ms, mfu 36.88%
iter 590: loss 5.5087, time 3654.21ms, time_process 3655.25ms, time_perf 3654.21ms, mfu 36.87%
iter 600: loss 5.3445, time 3660.76ms, time_process 3661.58ms, time_perf 3660.76ms, mfu 36.87%
iter 610: loss 5.3530, time 3658.81ms, time_process 3659.72ms, time_perf 3658.81ms, mfu 36.86%
iter 620: loss 5.2760, time 3659.67ms, time_process 3660.73ms, time_perf 3659.67ms, mfu 36.85%
iter 630: loss 5.3807, time 3659.58ms, time_process 3660.48ms, time_perf 3659.58ms, mfu 36.85%
iter 640: loss 5.3573, time 3659.38ms, time_process 3660.32ms, time_perf 3659.39ms, mfu 36.84%
iter 650: loss 5.1286, time 3656.24ms, time_process 3657.19ms, time_perf 3656.24ms, mfu 36.84%
iter 660: loss 5.0666, time 3660.39ms, time_process 3661.34ms, time_perf 3660.39ms, mfu 36.84%
iter 670: loss 5.3598, time 3656.94ms, time_process 3657.91ms, time_perf 3656.93ms, mfu 36.83%
iter 680: loss 5.2954, time 3651.54ms, time_process 3652.66ms, time_perf 3651.54ms, mfu 36.84%
iter 690: loss 5.2572, time 3649.20ms, time_process 3650.20ms, time_perf 3649.21ms, mfu 36.84%
iter 700: loss 5.2843, time 3657.64ms, time_process 3658.55ms, time_perf 3657.64ms, mfu 36.84%
iter 710: loss 5.1183, time 3660.45ms, time_process 3661.47ms, time_perf 3660.45ms, mfu 36.84%
iter 720: loss 4.7702, time 3655.45ms, time_process 3656.41ms, time_perf 3655.45ms, mfu 36.84%
